Machine Number,Part Number,Full_Path_Way,Base_Path,File_Name,Camera,Datetime,DateOnly,ISO_8601,Extension,Width,Height,Depth,Defect Type,xmin,ymin,xmax,ymax,xdelta,ydelta,Area,Score
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105743.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105743.xml,s1_outer_surface,2021-02-19  10:57:43,2021-02-19 ,20210219T105743,.xml,550,4512,1,Crack,41,2614,157,2741,116,127,14732,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105743.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105743.xml,s1_outer_surface,2021-02-19  10:57:43,2021-02-19 ,20210219T105743,.xml,550,4512,1,Chip,488,2692,522,2753,34,61,2074,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105743.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105743.xml,s1_outer_surface,2021-02-19  10:57:43,2021-02-19 ,20210219T105743,.xml,550,4512,1,Chip,495,2813,521,2887,26,74,1924,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105819.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105819.xml,s1_outer_surface,2021-02-19  10:58:19,2021-02-19 ,20210219T105819,.xml,550,4512,1,Crack,44,3954,116,4223,72,269,19368,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105819.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105819.xml,s1_outer_surface,2021-02-19  10:58:19,2021-02-19 ,20210219T105819,.xml,550,4512,1,Crack,42,1,111,291,69,290,20010,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105824.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105824.xml,s1_outer_surface,2021-02-19  10:58:24,2021-02-19 ,20210219T105824,.xml,550,4512,1,Crack,477,4329,515,4435,38,106,4028,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105824.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105824.xml,s1_outer_surface,2021-02-19  10:58:24,2021-02-19 ,20210219T105824,.xml,550,4512,1,Crack,479,363,517,480,38,117,4446,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105830.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105830.xml,s1_outer_surface,2021-02-19  10:58:30,2021-02-19 ,20210219T105830,.xml,550,4512,1,Crack,453,2583,515,2749,62,166,10292,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105830.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105830.xml,s1_outer_surface,2021-02-19  10:58:30,2021-02-19 ,20210219T105830,.xml,550,4512,1,Crack,455,575,499,716,44,141,6204,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105859.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105859.xml,s1_outer_surface,2021-02-19  10:58:59,2021-02-19 ,20210219T105859,.xml,550,4512,1,Chip,34,2547,120,2764,86,217,18662,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T105859.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T105859.xml,s1_outer_surface,2021-02-19  10:58:59,2021-02-19 ,20210219T105859,.xml,550,4512,1,Crack,44,1936,128,2190,84,254,21336,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110119.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110119.xml,s1_outer_surface,2021-02-19  11:01:19,2021-02-19 ,20210219T110119,.xml,550,4512,1,Chip,35,2526,111,2774,76,248,18848,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110119.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110119.xml,s1_outer_surface,2021-02-19  11:01:19,2021-02-19 ,20210219T110119,.xml,550,4512,1,Crack,92,2676,115,2757,23,81,1863,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110519.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110519.xml,s1_outer_surface,2021-02-19  11:05:19,2021-02-19 ,20210219T110519,.xml,550,4512,1,Crack,443,1125,487,1596,44,471,20724,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110525.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110525.xml,s1_outer_surface,2021-02-19  11:05:25,2021-02-19 ,20210219T110525,.xml,550,4512,1,Crack,435,1180,481,1542,46,362,16652,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110531.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110531.xml,s1_outer_surface,2021-02-19  11:05:31,2021-02-19 ,20210219T110531,.xml,550,4512,1,Crack,439,1813,483,2146,44,333,14652,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110537.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110537.xml,s1_outer_surface,2021-02-19  11:05:37,2021-02-19 ,20210219T110537,.xml,550,4512,1,Crack,78,2275,128,2753,50,478,23900,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110543.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110543.xml,s1_outer_surface,2021-02-19  11:05:43,2021-02-19 ,20210219T110543,.xml,550,4512,1,Crack,448,1150,516,1562,68,412,28016,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110634.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110634.xml,s1_outer_surface,2021-02-19  11:06:34,2021-02-19 ,20210219T110634,.xml,550,4512,1,Crack,79,2283,146,2760,67,477,31959,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110640.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110640.xml,s1_outer_surface,2021-02-19  11:06:40,2021-02-19 ,20210219T110640,.xml,550,4512,1,Crack,89,1716,131,2190,42,474,19908,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110646.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110646.xml,s1_outer_surface,2021-02-19  11:06:46,2021-02-19 ,20210219T110646,.xml,,,,Crack,447,626,491,941,44,315,13860,0.9986
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110652.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110652.xml,s1_outer_surface,2021-02-19  11:06:52,2021-02-19 ,20210219T110652,.xml,550,4512,1,Crack,446,607,488,976,42,369,15498,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110658.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110658.xml,s1_outer_surface,2021-02-19  11:06:58,2021-02-19 ,20210219T110658,.xml,550,4512,1,Crack,81,3483,125,3890,44,407,17908,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110704.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110704.xml,s1_outer_surface,2021-02-19  11:07:04,2021-02-19 ,20210219T110704,.xml,550,4512,1,Crack,74,1149,125,1625,51,476,24276,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110710.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110710.xml,s1_outer_surface,2021-02-19  11:07:10,2021-02-19 ,20210219T110710,.xml,550,4512,1,Crack,446,708,490,1071,44,363,15972,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110716.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110716.xml,s1_outer_surface,2021-02-19  11:07:16,2021-02-19 ,20210219T110716,.xml,550,4512,1,Crack,87,600,132,1067,45,467,21015,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110722.xml,s1_outer_surface,2021-02-19  11:07:22,2021-02-19 ,20210219T110722,.xml,550,4512,1,Crack,442,596,485,938,43,342,14706,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110728.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110728.xml,s1_outer_surface,2021-02-19  11:07:28,2021-02-19 ,20210219T110728,.xml,550,4512,1,Crack,86,2841,120,3311,34,470,15980,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110735.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110735.xml,s1_outer_surface,2021-02-19  11:07:35,2021-02-19 ,20210219T110735,.xml,550,4512,1,Crack,457,3980,514,4111,57,131,7467,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110735.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110735.xml,s1_outer_surface,2021-02-19  11:07:35,2021-02-19 ,20210219T110735,.xml,550,4512,1,Crack,454,3,514,155,60,152,9120,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110741.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110741.xml,s1_outer_surface,2021-02-19  11:07:41,2021-02-19 ,20210219T110741,.xml,550,4512,1,Crack,443,110,479,418,36,308,11088,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110741.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110741.xml,s1_outer_surface,2021-02-19  11:07:41,2021-02-19 ,20210219T110741,.xml,550,4512,1,Crack,442,4088,482,4352,40,264,10560,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110747.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110747.xml,s1_outer_surface,2021-02-19  11:07:47,2021-02-19 ,20210219T110747,.xml,550,4512,1,Crack,91,599,127,1062,36,463,16668,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110753.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110753.xml,s1_outer_surface,2021-02-19  11:07:53,2021-02-19 ,20210219T110753,.xml,,,,Crack,453,2911,491,3245,38,334,12692,0.9972
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110759.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110759.xml,s1_outer_surface,2021-02-19  11:07:59,2021-02-19 ,20210219T110759,.xml,550,4512,1,Crack,88,571,125,1040,37,469,17353,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110805.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110805.xml,s1_outer_surface,2021-02-19  11:08:05,2021-02-19 ,20210219T110805,.xml,550,4512,1,Crack,78,1131,142,1601,64,470,30080,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110811.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110811.xml,s1_outer_surface,2021-02-19  11:08:11,2021-02-19 ,20210219T110811,.xml,550,4512,1,Crack,436,585,483,998,47,413,19411,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110817.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110817.xml,s1_outer_surface,2021-02-19  11:08:17,2021-02-19 ,20210219T110817,.xml,550,4512,1,Crack,81,2286,129,2762,48,476,22848,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110823.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110823.xml,s1_outer_surface,2021-02-19  11:08:23,2021-02-19 ,20210219T110823,.xml,550,4512,1,Crack,82,2866,129,3338,47,472,22184,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110829.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110829.xml,s1_outer_surface,2021-02-19  11:08:29,2021-02-19 ,20210219T110829,.xml,550,4512,1,Crack,445,572,509,918,64,346,22144,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110835.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110835.xml,s1_outer_surface,2021-02-19  11:08:35,2021-02-19 ,20210219T110835,.xml,550,4512,1,Crack,438,1180,495,1595,57,415,23655,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110842.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110842.xml,s1_outer_surface,2021-02-19  11:08:42,2021-02-19 ,20210219T110842,.xml,550,4512,1,Crack,80,3982,138,4455,58,473,27434,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110842.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110842.xml,s1_outer_surface,2021-02-19  11:08:42,2021-02-19 ,20210219T110842,.xml,550,4512,1,Crack,81,1,148,499,67,498,33366,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110848.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110848.xml,s1_outer_surface,2021-02-19  11:08:48,2021-02-19 ,20210219T110848,.xml,550,4512,1,Crack,442,2284,486,2660,44,376,16544,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110854.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110854.xml,s1_outer_surface,2021-02-19  11:08:54,2021-02-19 ,20210219T110854,.xml,550,4512,1,Crack,91,600,132,1060,41,460,18860,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110900.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110900.xml,s1_outer_surface,2021-02-19  11:09:00,2021-02-19 ,20210219T110900,.xml,550,4512,1,Crack,440,2332,486,2758,46,426,19596,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110906.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110906.xml,s1_outer_surface,2021-02-19  11:09:06,2021-02-19 ,20210219T110906,.xml,550,4512,1,Crack,89,572,131,1032,42,460,19320,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110912.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110912.xml,s1_outer_surface,2021-02-19  11:09:12,2021-02-19 ,20210219T110912,.xml,550,4512,1,Crack,90,2276,128,2612,38,336,12768,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110918.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110918.xml,s1_outer_surface,2021-02-19  11:09:18,2021-02-19 ,20210219T110918,.xml,550,4512,1,Crack,86,568,132,1028,46,460,21160,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110924.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110924.xml,s1_outer_surface,2021-02-19  11:09:24,2021-02-19 ,20210219T110924,.xml,550,4512,1,Crack,446,3502,496,3786,50,284,14200,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110931.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110931.xml,s1_outer_surface,2021-02-19  11:09:31,2021-02-19 ,20210219T110931,.xml,550,4512,1,Crack,439,3961,479,4236,40,275,11000,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110931.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110931.xml,s1_outer_surface,2021-02-19  11:09:31,2021-02-19 ,20210219T110931,.xml,550,4512,1,Crack,438,1,482,316,44,315,13860,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110937.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110937.xml,s1_outer_surface,2021-02-19  11:09:37,2021-02-19 ,20210219T110937,.xml,550,4512,1,Crack,93,270,120,514,27,244,6588,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110937.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110937.xml,s1_outer_surface,2021-02-19  11:09:37,2021-02-19 ,20210219T110937,.xml,550,4512,1,Crack,91,4243,115,4477,24,234,5616,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110943.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110943.xml,s1_outer_surface,2021-02-19  11:09:43,2021-02-19 ,20210219T110943,.xml,550,4512,1,Crack,79,2271,130,2754,51,483,24633,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110949.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110949.xml,s1_outer_surface,2021-02-19  11:09:49,2021-02-19 ,20210219T110949,.xml,550,4512,1,Crack,423,1141,493,1518,70,377,26390,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T110955.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T110955.xml,s1_outer_surface,2021-02-19  11:09:55,2021-02-19 ,20210219T110955,.xml,550,4512,1,Crack,82,599,137,1060,55,461,25355,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T111001.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T111001.xml,s1_outer_surface,2021-02-19  11:10:01,2021-02-19 ,20210219T111001,.xml,550,4512,1,Crack,440,2282,486,2662,46,380,17480,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T111007.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T111007.xml,s1_outer_surface,2021-02-19  11:10:07,2021-02-19 ,20210219T111007,.xml,550,4512,1,Crack,431,661,493,963,62,302,18724,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210219T111013.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210219T111013.xml,s1_outer_surface,2021-02-19  11:10:13,2021-02-19 ,20210219T111013,.xml,550,4512,1,Crack,90,599,131,1065,41,466,19106,Manual
